date,nifty_close,nifty_log_return,volatility_5d,momentum_5d,drawdown_5d,volatility_20d,momentum_20d,drawdown_20d,volatility_60d,momentum_60d,drawdown_60d,india_vix_change,usd_inr_return,gold_return,stress_next_10d,mean_abs_correlation_60d,connectedness_60d,regime,stress_probability,warning_level,driver_1_name,driver_1_importance,driver_2_name,driver_2_importance,driver_3_name,driver_3_importance,driver_4_name,driver_4_importance,driver_5_name,driver_5_importance,driver_6_name,driver_6_importance,driver_7_name,driver_7_importance,driver_8_name,driver_8_importance
2010-01-18,5274.85009765625,0.004303187818976539,0.08563097828699928,0.0048482104213734,0.0,,,-0.0013157838782685838,,,-0.0013157838782685838,0.022295982687644322,-0.003602404001271875,0.0,1,,,,0.6154865949198142,Severe,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-19,5225.64990234375,-0.009371088112812842,0.09771841940567329,0.002926838685287869,-0.009327316303142097,,,-0.010630827448991576,,,-0.010630827448991576,0.03665897649633054,0.004601408524165906,0.008494802047013694,1,,,,0.7231726262705518,Severe,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-20,5221.7001953125,-0.0007561165620959542,0.09133510617696253,-0.0023404884538203996,-0.010076097208405188,,,-0.011378623120411047,,,-0.011378623120411047,-0.0022381037027322526,0.005889034642290403,-0.02404132975137585,1,,,,0.7676961959778272,Severe,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-21,5094.14990234375,-0.024730253416519687,0.18022847535457928,-0.03151200651672925,-0.034256934693327024,,,-0.03552764384920726,,,-0.03552764384920726,0.054284389177829295,-0.000216798680050867,-0.008630852499165398,1,,,,0.6411524465411481,Severe,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-22,5036.0,-0.011480687178892168,0.17693321422532204,-0.04116373848534083,-0.04528092613710055,,,-0.046537130102764834,,,-0.046537130102764834,0.05744682474339258,0.0024940977597631697,-0.012242677607497088,1,,,,0.6798535383412038,Severe,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-25,5007.89990234375,-0.005595470135224545,0.14279775462229122,-0.05060811025342937,-0.04166945816678935,,,-0.05185730479611683,,,-0.05185730479611683,0.03903417700056888,-0.0031369763776459836,0.005508630434241768,1,,,,0.6728765034434531,Severe,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-27,4853.10009765625,-0.03139894990280645,0.20500663050152032,-0.07129253043155614,-0.07059005378882932,,,-0.08116545929112784,,,-0.08116545929112784,0.1200619836603305,0.005208595925961346,-0.009861146127934428,0,,,,0.43382383134396446,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-28,4867.25,0.00291139973281318,0.2217923575487435,-0.06788022713956054,-0.04454126923892765,,,-0.07848646673802262,,,-0.07848646673802262,-0.06777320147477883,0.0006476699940192177,-0.0007377801642500792,0,,,,0.3606061625988191,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-01-29,4882.0498046875,0.0030360777394111693,0.22519762802011015,-0.041636014197121596,-0.030569935526707726,,,-0.07568442856263302,,,-0.07568442856263302,-0.03078634836393912,-0.005393976057317618,-0.000553687337998543,0,,,,0.3891510597647341,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-01,4899.7001953125,0.0036088449983289195,0.23776696710161224,-0.027065092273133473,-0.021605804656880556,,,-0.07234269065554011,,,-0.07234269065554011,-0.019900442675704455,0.004121624115361211,0.019667635113688853,0,,,,0.3276072633753875,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-02,4830.10009765625,-0.014306827012450896,0.24591919984914842,-0.035503865523407896,-0.014204970688377228,0.1623582348655156,-0.0768510536000685,-0.08552003554363696,,,-0.08552003554363696,0.04217102295848929,-0.004061522050093469,0.011862695831480918,0,,,0,0.3401038725821225,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-03,4931.85009765625,0.020846999413258516,0.19734590209852418,0.016226741343750906,0.0,0.17975550193480233,-0.06556581426143193,-0.06625576886134077,,,-0.06625576886134077,-0.04308728345894275,-0.004338328738870856,-0.005369607901294149,0,,,0,0.23164080488561692,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-04,4845.35009765625,-0.017694688705125472,0.24727558095555427,-0.00449944061713492,-0.017539057004410386,0.18594151263087408,-0.0826327621588211,-0.0814241148181325,,,-0.0826327621588211,0.059905979814068644,0.00675375922196797,-0.04408853601189466,0,,,0,0.3028370856514157,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-05,4718.64990234375,-0.026496781268445346,0.30074863234067356,-0.033469527940264254,-0.04322925293569213,0.2018529618731965,-0.10344667310335842,-0.10544379176948249,,,-0.1066208344064773,0.1108237914230048,0.008872535285331162,-0.00960097233413848,0,,,0,0.4408510596750474,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-08,4760.39990234375,0.00880895676999316,0.31406718927585964,-0.028430370719828346,-0.034763869930673263,0.20807043978982945,-0.09234951096930266,-0.09752887490415763,,,-0.09871633186116169,0.009644194162637731,0.0019305052477454065,0.012830261002164667,0,,,0,0.4048940624499506,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-09,4792.64990234375,0.006751796164294888,0.3135814086418971,-0.007753502940999524,-0.028224741741167625,0.21123095394579966,-0.08700994561227282,-0.09141495708603242,,,-0.09261045863753459,-0.014822159219127884,-0.006850775018117927,0.010321854653276619,0,,,0,0.33543839337565284,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-10,4757.2001953125,-0.007424173049006555,0.24250788236723816,-0.03541265425458662,-0.01819267969643501,0.21122496869531965,-0.08697983178362012,-0.0981354716741154,,,-0.09932213048086891,0.02139750561395637,-0.00025869880913031995,-0.0008357967721374093,0,,,0,0.3657107528364294,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-11,4826.85009765625,0.014534800298262596,0.2618952130870557,-0.003818093559214364,0.0,0.21975333069962766,-0.07778065943784618,-0.08493132348899501,,,-0.08613535610105683,-0.056955804077643,0.00047443129522539706,0.01710345929412549,0,,,0,0.2436390024993288,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-15,4801.9501953125,-0.005171975135167983,0.14956337728538863,0.017653416696028934,-0.005158623499793458,0.21718061235464464,-0.08706433877709208,-0.08965181826756963,,,-0.0908496397287043,0.030197877659174033,-0.0013362127719677153,0.0,0,,,0,0.2769197259805834,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-16,4855.75,0.011141443639870019,0.155575405544018,0.0200298503512919,0.0,0.22406019333858918,-0.07548268926731416,-0.07945251332212588,,,-0.08066375486427724,-0.03200811162976258,-0.0077258772350468075,0.02293922388624492,0,,,0,0.2290360759601427,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-17,4914.0,0.011924704368881933,0.1654323332616239,0.025320042174769686,0.0,0.22934298574939319,-0.06840954548008571,-0.0596384962957377,,,-0.06963531718129201,0.010790162834332095,0.0006089577687786729,0.00017863947391427715,0,,,0,0.20361914722490868,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-18,4887.75,-0.0053561992005253245,0.15603154217610563,0.02744257111906645,-0.005341880341880323,0.22843079187370832,-0.0646617949266366,-0.06395430277906144,,,-0.074605213991221,0.024793364003288243,0.002869065622196132,-0.0013398838767306742,0,,,0,0.2260802781588596,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-19,4844.89990234375,-0.008805489760122853,0.15805280985004055,0.0037394583055860853,-0.014061883934930797,0.22900828992934932,-0.07216046093703388,-0.048928674023770546,,,-0.08271799736824736,0.07190858108836928,0.0008669465985366998,0.002951743137857843,0,,,0,0.24879745777693368,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-22,4856.39990234375,0.0023708174405694393,0.14907470147647153,0.011339082001392331,-0.011721631594678428,0.2159000827003203,-0.04667118254423852,-0.03566324417320299,,,-0.08054070924199275,0.007210076875717286,-0.0017323913063232999,-0.007758916314397735,0,,,0,0.27187025217521227,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-23,4870.0498046875,0.002806761298511873,0.12803195560312094,0.0029449219353343548,-0.008943873689967408,0.21386795296137037,-0.03295277905331617,-0.027526528154393604,,,-0.07795638139002914,-0.03548089819792666,0.0036443186081600576,-0.008898098715891867,0,,,0,0.3194113451109104,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-24,4858.60009765625,-0.0023538132079057306,0.07919571433615212,-0.01127389140084456,-0.005963869335328109,0.21338889948455556,-0.029812857205397836,-0.014852438445931315,,,-0.08012414757857123,-0.019038404548093912,0.0004321916312299834,-0.005622518768851004,0,,,0,0.38183826009091576,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-25,4859.75,0.0002366455905704612,0.07531219646006126,-0.005728607232366678,-0.0021149279988033065,0.18183986947693198,0.0013702380354696508,-0.014619280032560966,,,-0.07990643725514524,-0.027960539214994418,0.0002592688831766221,0.010305562086753373,0,,,0,0.38465789030183106,Elevated,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-02-26,4922.2998046875,0.012788865005232353,0.0913337155998491,0.01597554209660923,0.0,0.18718956634626963,0.01131024802249736,-0.001936452402170219,,,-0.06806392012074192,-0.18714040345426974,-0.008639259563128943,0.009478244752838982,0,,,0,0.28976076641900367,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-02,5017.0,0.019056284236798504,0.1438526242884588,0.033069784384671896,0.0,0.19830511641692866,0.02764211769878444,0.0,,,-0.050134388746141956,-0.09950046842004046,0.002788635028228015,0.016632365889126532,0,,,0,0.2306617667848701,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-03,5088.10009765625,0.014072353623683753,0.1477759671823111,0.04477372957436154,0.0,0.20329212133987118,0.03845131229130927,0.0,,,-0.0366730497546206,-0.040684197638009234,-0.010384997004798002,0.005101527516284232,0,,,0,0.13134262154556314,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-04,5080.25,-0.0015440261478847361,0.14400278505643085,0.04562011647154751,-0.001542834752772615,0.1946736466327232,0.051789796750823625,-0.001542834752772615,,,-0.038159304051741616,0.011084315288497848,0.0026344442128360956,-0.008838694335796204,0,,,0,0.1879303467805762,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-05,5088.7001953125,0.0016619605947987282,0.13885022993353194,0.04711151711765016,0.0,0.1822390363378918,0.03180350062358728,0.0,,,-0.03655943362405134,-0.011439455498318929,-0.004817110024660676,0.0019424980483946364,0,,,0,0.1458115677352642,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-08,5124.0,0.006912950461774869,0.13552745819317288,0.040976820452996554,0.0,0.16813324422087075,0.0575087241845611,0.0,,,-0.02987614270186001,-0.0004821711182351196,-0.0011000932061879798,-0.009869644660090993,0,,,0,0.15804974706846692,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-09,5101.5,-0.004400769901264923,0.116257994855598,0.01684273470201325,-0.0043911007025760895,0.13134458201825605,0.0811355166370975,-0.0043911007025760895,,,-0.03413605425322774,0.0033767340265298262,0.0033039142321644732,-0.001423972606534707,0,,,0,0.24959748687877464,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-10,5116.25,0.0028871346912513474,0.06853180013340107,0.005532497750332599,-0.0015124902419983988,0.13008547181186397,0.07475214371823036,-0.0015124902419983988,,,-0.03134344556955326,-0.03413457262092634,-0.005268888425672302,-0.012655927960672941,0,,,0,0.2973124950272017,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-11,5133.39990234375,0.003346439831958037,0.06535010182407121,0.01046206433615482,0.0,0.12955325323986708,0.07109845428796358,0.0,,,-0.028096464809599153,0.002488762403225264,0.0030898120813336316,0.00018049391863317332,0,,,2,0.15695921262796073,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-12,5137.0,0.0007010628286980847,0.06609063118760204,0.009491579938623929,0.0,0.12359429523911639,0.07983683450230572,0.0,,,-0.02741486047218089,-0.02035749055796121,0.001056112978825352,-0.005866425992779756,0,,,2,0.12108752821690996,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-15,5128.89990234375,-0.0015780592864249599,0.05125526105735382,0.0009562650944086037,-0.0015768148055771425,0.11821976143182485,0.06257700126924703,-0.0015768148055771425,,,-0.028948447119872656,0.02686268114253787,0.0013186855937623587,0.0032682483757944247,0,,,2,0.12794983014574507,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-16,5198.10009765625,0.01340200079098075,0.09110665364645744,0.01893562631701462,0.0,0.11949611083970757,0.08249771160276875,0.0,,,-0.015846815503489542,-0.03307009223715718,-0.0036875910384503996,0.015473691035845727,0,,,2,0.1389153890200043,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-17,5231.89990234375,0.006481289167162174,0.09251999596986495,0.022604427528707616,0.0,0.11690016204246031,0.07746484113550944,0.0,,,-0.009447518684722711,-0.09494643164185235,-0.0024234547660435535,0.0016040357391258198,0,,,2,0.0713768373828903,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
2010-03-18,5245.89990234375,0.0026723183478338797,0.09315757765452726,0.02191530021821131,0.0,0.112841416233171,0.0675416976686507,0.0,,,-0.006796907052760592,0.013536366458805515,0.0024293421668961646,0.0030249327527247516,0,,,2,0.05664440581041498,Normal,volatility_20d,0.18471634643631826,drawdown_60d,0.08686670040935927,volatility_60d,0.08605521912078037,momentum_60d,0.07778211741912888,regime,0.07684898131461278,drawdown_20d,0.0743778385753677,connectedness_60d,0.0719001945395649,mean_abs_correlation_60d,0.0689850535271709
